 time            vin             i(v1)          
 2.00000000e-05  6.28318529e-04 -1.68937178e-07 
 4.00000000e-05  1.25663705e-03 -3.37874353e-07 
 8.00000000e-05  2.51327402e-03 -6.75748686e-07 
 1.60000000e-04  5.02654740e-03 -1.35149720e-06 
 3.20000000e-04  1.00530897e-02 -2.70299303e-06 
 6.40000000e-04  2.01061388e-02 -5.40597515e-06 
 1.28000000e-03  4.02119525e-02 -1.08118629e-05 
 2.00000000e-03  6.28301994e-02 -1.68932733e-05 
 2.12800000e-03  6.68510998e-02 -1.79743801e-05 
 2.38400000e-03  7.48927681e-02 -2.01365587e-05 
 2.89600000e-03  9.09755027e-02 -2.44607535e-05 
 3.92000000e-03  1.23137981e-01 -3.31083392e-05 
 5.92000000e-03  1.85939401e-01 -4.99938747e-05 
 7.92000000e-03  2.48711460e-01 -6.68715151e-05 
 9.92000000e-03  3.11444243e-01 -8.37385964e-05 
 1.19200000e-02  3.74127847e-01 -1.00592454e-04 
 1.39200000e-02  4.36752371e-01 -1.17430427e-04 
 1.59200000e-02  4.99307926e-01 -1.34249857e-04 
 1.79200000e-02  5.61784636e-01 -1.51048086e-04 
 1.99200000e-02  6.24172633e-01 -1.67822465e-04 
 2.19200000e-02  6.86462065e-01 -1.84435566e-04 
 2.39200000e-02  7.48643098e-01 -2.00726380e-04 
 2.59200000e-02  8.10705911e-01 -2.16668637e-04 
 2.79200000e-02  8.72640704e-01 -2.32222496e-04 
 2.99200000e-02  9.34437698e-01 -2.47353035e-04 
 3.19200000e-02  9.96087132e-01 -2.62034299e-04 
 3.39200000e-02  1.05757927e+00 -2.76249365e-04 
 3.59200000e-02  1.11890441e+00 -2.90025641e-04 
 3.79200000e-02  1.18005286e+00 -3.03403187e-04 
 3.99200000e-02  1.24101496e+00 -3.16396336e-04 
 4.19200000e-02  1.30178110e+00 -3.29028785e-04 
 4.39200000e-02  1.36234167e+00 -3.41330024e-04 
 4.59200000e-02  1.42268710e+00 -3.53370010e-04 
 4.79200000e-02  1.48280788e+00 -3.65212634e-04 
 4.99200000e-02  1.54269451e+00 -3.76888500e-04 
 5.19200000e-02  1.60233753e+00 -3.88445396e-04 
 5.39200000e-02  1.66172752e+00 -3.99946935e-04 
 5.59200000e-02  1.72085510e+00 -4.11459361e-04 
 5.79200000e-02  1.77971094e+00 -4.23038781e-04 
 5.99200000e-02  1.83828575e+00 -4.34744665e-04 
 6.19200000e-02  1.89657027e+00 -4.46662161e-04 
 6.39200000e-02  1.95455529e+00 -4.58881795e-04 
 6.59200000e-02  2.01223167e+00 -4.71486039e-04 
 6.79200000e-02  2.06959030e+00 -4.84568895e-04 
 6.99200000e-02  2.12662211e+00 -4.98228571e-04 
 7.19200000e-02  2.18331811e+00 -5.12576587e-04 
 7.39200000e-02  2.23966933e+00 -5.27740185e-04 
 7.59200000e-02  2.29566688e+00 -5.43869727e-04 
 7.79200000e-02  2.35130192e+00 -5.61146615e-04 
 7.99200000e-02  2.40656567e+00 -5.80415049e-04 
 8.19200000e-02  2.46144939e+00 -6.00755158e-04 
 8.39200000e-02  2.51594441e+00 -6.23018211e-04 
 8.59200000e-02  2.57004214e+00 -6.47581614e-04 
 8.79200000e-02  2.62373404e+00 -6.74916748e-04 
 8.99200000e-02  2.67701161e+00 -7.05627977e-04 
 9.19200000e-02  2.72986645e+00 -7.40503822e-04 
 9.39200000e-02  2.78229022e+00 -7.80606484e-04 
 9.59200000e-02  2.83427462e+00 -8.27428682e-04 
 9.79200000e-02  2.88581147e+00 -8.83161492e-04 
 9.99200000e-02  2.93689261e+00 -9.51218920e-04 
 1.01920000e-01  2.98750998e+00 -1.03735071e-03 
 1.03920000e-01  3.03765559e+00 -1.15230796e-03 
 1.05920000e-01  3.08732152e+00 -1.31942765e-03 
 1.07920000e-01  3.13649992e+00 -1.60187174e-03 
 1.08170000e-01  3.14261255e+00 -1.65196353e-03 
 1.08670000e-01  3.15481455e+00 -1.77273799e-03 
 1.08685625e-01  3.15519536e+00 -1.77692584e-03 
 1.08716875e-01  3.15595689e+00 -1.78535488e-03 
 1.08779375e-01  3.15747958e+00 -1.79765115e-03 
 1.08904375e-01  3.16052352e+00 -1.81226979e-03 
 1.09154375e-01  3.16660553e+00 -1.84157532e-03 
 1.09578911e-01  3.17691575e+00 -1.87418720e-03 
 1.10427982e-01  3.19746831e+00 -1.90164373e-03 
 1.11930194e-01  3.23360744e+00 -1.95297044e-03 
 1.13421487e-01  3.26919895e+00 -2.00875044e-03 
 1.15421487e-01  3.31648023e+00 -2.09234748e-03 
 1.17421487e-01  3.36323780e+00 -2.18771777e-03 
 1.19421487e-01  3.40946428e+00 -2.27741080e-03 
 1.21421487e-01  3.45515236e+00 -2.35131907e-03 
 1.23421487e-01  3.50029484e+00 -2.42486535e-03 
 1.25421487e-01  3.54488457e+00 -2.49723489e-03 
 1.27421487e-01  3.58891453e+00 -2.56792251e-03 
 1.29421487e-01  3.63237776e+00 -2.63677780e-03 
 1.29671487e-01  3.63777047e+00 -2.64409280e-03 
 1.30171487e-01  3.64852896e+00 -2.66198816e-03 
 1.30296487e-01  3.65121295e+00 -2.66602752e-03 
 1.30546487e-01  3.65657419e+00 -2.67466705e-03 
 1.31046487e-01  3.66726959e+00 -2.68916848e-03 
 1.32046487e-01  3.68855170e+00 -2.71338701e-03 
 1.34046487e-01  3.73067822e+00 -2.76257437e-03 
 1.36046487e-01  3.77221563e+00 -2.81423286e-03 
 1.38046487e-01  3.81315736e+00 -2.86763069e-03 
 1.40046487e-01  3.85349696e+00 -2.92297390e-03 
 1.42046487e-01  3.89322803e+00 -2.98048186e-03 
 1.44046487e-01  3.93234433e+00 -3.04041272e-03 
 1.46046487e-01  3.97083966e+00 -3.10305940e-03 
 1.48046487e-01  4.00870794e+00 -3.16874679e-03 
 1.50046487e-01  4.04594321e+00 -3.23783752e-03 
 1.52046487e-01  4.08253958e+00 -3.31073609e-03 
 1.54046487e-01  4.11849126e+00 -3.39120622e-03 
 1.56046487e-01  4.15379259e+00 -3.47011551e-03 
 1.58046487e-01  4.18843799e+00 -3.55068944e-03 
 1.60046487e-01  4.22242198e+00 -3.63627773e-03 
 1.62046487e-01  4.25573920e+00 -3.72733367e-03 
 1.64046487e-01  4.28838439e+00 -3.82428463e-03 
 1.66046487e-01  4.32035240e+00 -3.92763641e-03 
 1.66296487e-01  4.32430054e+00 -3.94098538e-03 
