 time            vin             i(v1)          
 2.00000000e-05  6.28318529e-04 -1.21566098e-07 
 4.00000000e-05  1.25663705e-03 -2.43132192e-07 
 8.00000000e-05  2.51327402e-03 -4.86264369e-07 
 1.60000000e-04  5.02654740e-03 -9.72528615e-07 
 3.20000000e-04  1.00530897e-02 -1.94505626e-06 
 6.40000000e-04  2.01061388e-02 -3.89010463e-06 
 1.28000000e-03  4.02119525e-02 -7.78014640e-06 
 2.00000000e-03  6.28301994e-02 -1.21562898e-05 
 2.12800000e-03  6.68510998e-02 -1.29342473e-05 
 2.38400000e-03  7.48927681e-02 -1.44901367e-05 
 2.89600000e-03  9.09755027e-02 -1.76017997e-05 
 3.92000000e-03  1.23137981e-01 -2.38245461e-05 
 5.92000000e-03  1.85939401e-01 -3.59752680e-05 
 7.92000000e-03  2.48711460e-01 -4.81203088e-05 
 9.92000000e-03  3.11444243e-01 -6.02577506e-05 
 1.19200000e-02  3.74127847e-01 -7.23856769e-05 
 1.39200000e-02  4.36752371e-01 -8.45021736e-05 
 1.59200000e-02  4.99307926e-01 -9.66053258e-05 
 1.79200000e-02  5.61784636e-01 -1.08693222e-04 
 1.99200000e-02  6.24172633e-01 -1.20763954e-04 
 2.19200000e-02  6.86462065e-01 -1.32815618e-04 
 2.39200000e-02  7.48643098e-01 -1.44846309e-04 
 2.59200000e-02  8.10705911e-01 -1.56854127e-04 
 2.79200000e-02  8.72640704e-01 -1.68837173e-04 
 2.99200000e-02  9.34437698e-01 -1.80793562e-04 
 3.19200000e-02  9.96087132e-01 -1.92722794e-04 
 3.39200000e-02  1.05757927e+00 -2.04628170e-04 
 3.59200000e-02  1.11890441e+00 -2.16514790e-04 
 3.79200000e-02  1.18005286e+00 -2.28391271e-04 
 3.99200000e-02  1.24101496e+00 -2.40270004e-04 
 4.19200000e-02  1.30178110e+00 -2.52167998e-04 
 4.39200000e-02  1.36234167e+00 -2.64108125e-04 
 4.59200000e-02  1.42268710e+00 -2.76141456e-04 
 4.79200000e-02  1.48280788e+00 -2.88325985e-04 
 4.99200000e-02  1.54269451e+00 -3.00706146e-04 
 5.19200000e-02  1.60233753e+00 -3.13338762e-04 
 5.39200000e-02  1.66172752e+00 -3.26291619e-04 
 5.59200000e-02  1.72085510e+00 -3.39645359e-04 
 5.79200000e-02  1.77971094e+00 -3.53496163e-04 
 5.99200000e-02  1.83828575e+00 -3.67959457e-04 
 6.19200000e-02  1.89657027e+00 -3.83174739e-04 
 6.39200000e-02  1.95455529e+00 -3.99744107e-04 
 6.59200000e-02  2.01223167e+00 -4.17113321e-04 
 6.79200000e-02  2.06959030e+00 -4.35882340e-04 
 6.99200000e-02  2.12662211e+00 -4.56358128e-04 
 7.19200000e-02  2.18331811e+00 -4.78947623e-04 
 7.39200000e-02  2.23966933e+00 -5.04167864e-04 
 7.59200000e-02  2.29566688e+00 -5.32675173e-04 
 7.79200000e-02  2.35130192e+00 -5.65295922e-04 
 7.99200000e-02  2.40656567e+00 -6.03037617e-04 
 8.19200000e-02  2.46144939e+00 -6.47042015e-04 
 8.39200000e-02  2.51594441e+00 -6.98445791e-04 
 8.59200000e-02  2.57004214e+00 -7.57922323e-04 
 8.79200000e-02  2.62373404e+00 -8.24803620e-04 
 8.81700000e-02  2.63041656e+00 -8.33508930e-04 
 8.86700000e-02  2.64376213e+00 -8.51252444e-04 
 8.87950000e-02  2.64709445e+00 -8.55316597e-04 
 8.90450000e-02  2.65375419e+00 -8.64554593e-04 
 8.91075000e-02  2.65541810e+00 -8.66820402e-04 
 8.92325000e-02  2.65874470e+00 -8.71378204e-04 
 8.94825000e-02  2.66539297e+00 -8.76901640e-04 
 8.99825000e-02  2.67866977e+00 -8.80893416e-04 
 9.09825000e-02  2.70514391e+00 -8.88868352e-04 
 9.23046384e-02  2.73998228e+00 -8.99588374e-04 
 9.43046384e-02  2.79232219e+00 -9.16483688e-04 
 9.63046384e-02  2.84422116e+00 -9.33768979e-04 
 9.83046384e-02  2.89567099e+00 -9.51702421e-04 
 1.00304638e-01  2.94666357e+00 -9.70381724e-04 
 1.02304638e-01  2.99719083e+00 -9.89912764e-04 
 1.04304638e-01  3.04724480e+00 -1.01041166e-03 
 1.06304638e-01  3.09681757e+00 -1.03201607e-03 
 1.08304638e-01  3.14590132e+00 -1.05490164e-03 
 1.10304638e-01  3.19448830e+00 -1.07929026e-03 
 1.12304638e-01  3.24257083e+00 -1.10546432e-03 
 1.14304638e-01  3.29014132e+00 -1.13379921e-03 
 1.16304638e-01  3.33719226e+00 -1.16480897e-03 
 1.18304638e-01  3.38371622e+00 -1.19920551e-03 
